name,date,lang,dur,genre,direc,act,c_rate,u_rate,desc,poster
Spies In Disguise,"27 Dec, 2019",['English'],1 hr 42 mins, Action Adventure Animation,Nick Bruno,"['Will Smith', 'Tom Holland', 'Karen Gillan']",3.5,3.5,"‘Spies in Disguise’ may not be revolutionary in any way, but it is a fun and entertaining family film appropriate for the holidays.","https://static.toiimg.com/thumb/msid-66053238,width-219,height-317,imgsize-37588/66053238.jpg"
Star Wars: The Rise Of Skywalker,"20 Dec, 2019","['English', 'Hindi']",2 hrs 21 mins, Action Adventure Fantasy,"J.J. Abrams, Producer","['Daisy Ridley', 'Adam Driver', 'John Boyega']",3.5,3.5,"Does enough to wrap up the new trilogy but it becomes evident that its overarching narrative wasn’t clearly outlined, and it shows.","https://static.toiimg.com/thumb/msid-68884497,width-219,height-317,imgsize-32890/68884497.jpg"
Jumanji: The Next Level,"13 Dec, 2019","['English', 'Tamil', 'Telugu', 'Hindi']",2 hrs 2 mins, Action Adventure Comedy,Jake Kasdan,"['dwayne johnson', 'Karen Gillan', 'Madison Iseman']",3.5,3.5,,"https://static.toiimg.com/thumb/msid-66826142,width-219,height-317,imgsize-48351/66826142.jpg"
The Warrior Queen Of Jhansi,"29 Nov, 2019","['Marathi', 'English']",1 hr 45 mins, Action Biography Drama,"Swati Bhise, Actor","['Devika Bhise', 'Jodhi May', 'Rupert Everett']",2.5,2.9,"Devika Bhise in the role of Rani Laxmibai often seems out of her depth. While she handles the dramatic scenes well, it’s the action scenes that leave her looking ordinary. ","https://static.toiimg.com/thumb/msid-72296156,width-219,height-317,imgsize-83975/72296156.jpg"
The Good Liar,"29 Nov, 2019",['English'],1 hr 49 mins, Drama Thriller,"Bill Condon, Producer","['Helen Mirren', 'Ian McKellen', 'Russell Tovey']",3.0,3.2,"‘The Good Liar’ works better as an acting masterclass by its brilliant lead performers, rather than a taut and rewarding storytelling experience.","https://static.toiimg.com/thumb/msid-69988212,width-219,height-317,imgsize-19114/69988212.jpg"
Knives Out,"29 Nov, 2019",['English'],2 hrs 10 mins, Drama Comedy Crime,"Rian Johnson, Producer","['Daniel Craig', 'Chris Evans', 'Jamie Lee Curtis']",4.0,3.8,,"https://static.toiimg.com/thumb/msid-71887956,width-219,height-317,imgsize-88815/71887956.jpg"
Hotel Mumbai,"29 Nov, 2019","['English', 'Hindi', 'Tamil', 'Telugu']",2 hrs 8 mins, Drama History Thriller,Anthony Maras,"['Dev Patel', 'Anupam Kher', 'Jason Isaacs']",3.5,3.4,"Based on true events, Hotel Mumbai recounts the 26/11 carnage that shook Mumbai in 2008, focusing on the terrorist attack inside the iconic Taj Mahal Hotel.","https://static.toiimg.com/thumb/msid-62009646,width-219,height-317,imgsize-142951/62009646.jpg"
Remember Amnesia,"22 Nov, 2019",['English'],1 hr 19 mins, Drama Comedy,Ravi Godse,"['Dileep Rao', 'Mohan Agashe', 'Shruti Marathe']",1.5,2.4,"In theory, this dramedy seems to have ticked the right boxes, but what in reality, it is a product that hardly ever manages to make you laugh or evoke a sense of sympathy. ","https://static.toiimg.com/thumb/msid-72155326,width-219,height-317,imgsize-44444/72155326.jpg"
21 Bridges,"22 Nov, 2019",['English'],1 hr 39 mins, Drama Action Crime Thriller,Brian Kirk,"['Chadwick Boseman', 'Taylor Kitsch', 'Sienna Miller']",3.5,3.3,"Not a groundbreaking film by any means, but '21 Bridges' is still quite entertaining due to compelling action and performances.","https://static.toiimg.com/thumb/msid-70225309,width-219,height-317,imgsize-39365/70225309.jpg"
Frozen 2,"22 Nov, 2019","['English', 'Hindi', 'Tamil', 'Telugu']",1 hr 43 mins, Animation Adventure Comedy Family Fantasy Musical,Chris Buck,"['Jennifer LeeDirector', 'Kristen Bell', 'Evan Rachel Wood']",3.5,3.4,"​It’s a tall order to expect this sequel to capture the lightning-in-a-bottle magic of the original, but Frozen 2’s stunning eye-candy and humour will be enjoyable enough for its younger core audience.","https://static.toiimg.com/thumb/msid-72157753,width-219,height-317,imgsize-50148/72157753.jpg"
Motherless Brooklyn,"15 Nov, 2019",['English'],2 hrs 24 mins, Crime Drama,"Edward Norton, Actor","['Bruce Willis', 'Willem Dafoe', 'Bobby Cannavale']",3.0,3.2,"‘Motherless Brooklyn’ has got the mood and atmosphere right, but struggles with the pace of the story and narration intricacies.","https://static.toiimg.com/thumb/msid-70800406,width-219,height-317,imgsize-131710/70800406.jpg"
Charlie's Angels,"15 Nov, 2019","['English', 'Hindi']",1 hr 58 mins,Drama,"Elizabeth Banks, Actor","['Kristen Stewart', 'Naomi Scott', 'Jonathan Tucker']",3.0,3.3,"The female-centric messaging of this new ‘Charlie’s Angels’ is well-intended, but the execution doesn’t always do it justice.","https://static.toiimg.com/thumb/msid-70020806,width-219,height-317,imgsize-133576/70020806.jpg"
Ford v. Ferrari,"15 Nov, 2019",['English'],2 hrs 32 mins, Drama Biography Action,James Mangold,"['Christian Bale', 'Caitriona Balfe', 'Matt Damon']",4.0,3.8,"Motorheads and racing fans are guaranteed to love ‘Ford v Ferrari’, but even the casual moviegoer will get a kick out of it.","https://static.toiimg.com/thumb/msid-69631580,width-219,height-317,imgsize-24362/69631580.jpg"
Doctor Sleep,"08 Nov, 2019",['English'],2 hrs 31 mins, Horror Thriller,Mike Flanagan,"['Rebecca Ferguson', 'Ewan McGregor', 'Jacob Tremblay']",4.0,3.8,"This reflective horror flick isn’t for everyone, but if you enjoyed 'The Shining', you'd undoubtedly find this to be a worthy successor.","https://static.toiimg.com/thumb/msid-71521061,width-219,height-317,imgsize-18476/71521061.jpg"
Midway,"08 Nov, 2019",['English'],2 hrs 18 mins, Action Drama History,"Roland Emmerich, Producer","['Luke Evans', 'Patrick Wilson', 'Mandy Moore']",3.5,3.3,"Midway manages to educate, inform and entertain its audience about a historic battle that changed the course of World War II in the Pacific.","https://static.toiimg.com/thumb/msid-71330880,width-219,height-317,imgsize-26515/71330880.jpg"
Last Christmas,"08 Nov, 2019",['English'],1 hr 43 mins, Drama Comedy Romance,Paul Feig,"['Emilia Clarke', 'Emma Thompson, Producer', 'Peter Serafinowicz']",3.5,3.3,"Cheesy reveal aside, ‘Last Christmas’ is quite enjoyable with good performances, a pleasant background score and witty humour with enough ‘feelgood’ factor. ","https://static.toiimg.com/thumb/msid-71887357,width-219,height-317,imgsize-85325/71887357.jpg"
The Addams Family,"01 Nov, 2019",['English'],1 hr 27 mins, Animation Comedy Family,Conrad Vernon,"['Oscar Isaac', 'Charlize Theron', 'Allison Janney']",3.0,3.3,"Despite the predictabilty of the plot and average special effects, 'The Addams Family' works to a reasonable extent mainly because of its characters and the layered themes.","https://static.toiimg.com/thumb/msid-68749824,width-219,height-317,imgsize-154916/68749824.jpg"
The Current War,"01 Nov, 2019",['English'],1 hr 50 mins, Drama Biography History,Alfonso Gomez Rejon,"['Benedict Cumberbatch', 'Tom Holland', 'Nicholas Hoult']",3.5,3.3,"Historical inaccuracies notwithstanding, ‘The Current War’ is sufficiently engaging and shines bright enough, powered by its competent cast.","https://static.toiimg.com/thumb/msid-62006761,width-219,height-317,imgsize-107013/62006761.jpg"
Hexing,"30 Oct, 2019",['English'],2 hrs 9 mins,Drama,Christophe Lenoir,"['Dominique Swain', 'Ketan Anand', 'Emma Eliza Regan']",2.0,2.7,,"https://static.toiimg.com/thumb/msid-71424279,width-219,height-317,imgsize-23720/71424279.jpg"
Terminator: Dark Fate,"01 Nov, 2019","['English', 'Hindi', 'Tamil', 'Telugu', 'Kannada', 'Malayalam']",2 hrs 8 mins, Adventure Action Sci-Fi,Tim Miller,"['arnold schwarzenegger', 'Linda Hamilton', 'Mackenzie Davis']",3.5,3.4,A satisfying addition to James Cameron’s Terminator films that does just enough to bring the franchise back from the dead.,"https://static.toiimg.com/thumb/msid-69476972,width-219,height-317,imgsize-142760/69476972.jpg"
Zombieland: Double Tap,"18 Oct, 2019",['English'],1 hr 39 mins, Action Comedy Horror,Ruben Fleischer,"['Emma Stone', 'Abigail Breslin', 'Woody Harrelson']",4.0,3.9,,"https://static.toiimg.com/thumb/msid-65104884,width-219,height-317,imgsize-44198/65104884.jpg"
Maleficent: Mistress Of Evil,"18 Oct, 2019","['English', 'Hindi']",1 hr 59 mins, Adventure Fantasy Family,Joachim Ronning,"['Elle Fanning', 'Angelina Jolie', 'Michelle Pfeiffer']",3.5,3.4,"With widespread death and destruction, this fairytale costume drama is by no means a child’s play. However, it has enough live-action magic to bring the big screen alive.","https://static.toiimg.com/thumb/msid-66055633,width-219,height-317,imgsize-89153/66055633.jpg"
Downton Abbey,"18 Oct, 2019",['English'],2 hrs 2 mins, Drama Romance,Michael Engler,"['Michelle Dockery', 'Hugh Bonneville', 'Brendan Coyle']",3.5,3.3,"Combined with impeccable costume design, attention to production details, and dreamy cinematography, ‘Downton Abbey’ is a treat for fans of the series who will thoroughly enjoy this big-screen version.","https://static.toiimg.com/thumb/msid-71213528,width-219,height-317,imgsize-80096/71213528.jpg"
Diego Maradona,"11 Oct, 2019",['English'],2 hrs 10 mins, Drama Documentary Biography,Asif Kapadia,"['Diego_Armando Maradona', 'Claudia Villafane', 'Dean Paul MartinProducer']",3.5,3.4,,"https://static.toiimg.com/thumb/msid-71516049,width-219,height-317,imgsize-50856/71516049.jpg"
Gemini Man,"11 Oct, 2019","['English', 'Hindi', 'Tamil', 'Telugu']",1 hr 57 mins, Drama Action Sci-Fi,Ang Lee,"['Will Smith', 'Mary Elizabeth Winstead', 'Clive Owen']",3.0,3.0,"Despite its technological achievements combined with the best efforts of an otherwise charismatic Will Smith along with a capable cast, and a visionary director, ‘Gemini Man’ isn’t able to take off due to a dull script.","https://static.toiimg.com/thumb/msid-63270528,width-219,height-317,imgsize-38273/63270528.jpg"
Joker,"02 Oct, 2019",['English'],2 hrs 2 mins, Crime Thriller Drama,Todd Phillips,"['Joaquin Phoenix', 'Zazie Beetz', 'Robert De Niro']",4.5,4.3,"It's simultaneously difficult to watch and yet, impossible to take your eyes off Joaquin Phoenix in this film that may become the definitive origin tale of the Joker.","https://static.toiimg.com/thumb/msid-68724037,width-219,height-317,imgsize-35176/68724037.jpg"
Hustlers,"27 Sep, 2019",['English'],1 hr 49 mins, Comedy Crime Drama,Lorene Scafaria,"['Constance Wu', 'Jennifer Lopez', 'Julia Stiles']",3.0,3.3,"Despite the best efforts of JLo, there’s a lot of glamour but not enough depth required to make 'Hustlers' a memorable film, however, it may be just enough for a night out.","https://static.toiimg.com/thumb/msid-71045118,width-219,height-317,imgsize-26862/71045118.jpg"
Official Secrets,"27 Sep, 2019",['English'],1 hr 52 mins, Action Drama Thriller,Gavin Hood,"['Matthew Goode', 'Keira Knightley', 'Indira Varma']",4.0,3.8,"For a film that focuses on a relatively lesser known episode of a massive political development in our recent history, Official Secrets manages to squeeze in all the crucial aspects around it.","https://static.toiimg.com/thumb/msid-61976105,width-219,height-317,imgsize-22225/61976105.jpg"
Abominable,"27 Sep, 2019",['English'],1 hr 37 mins, Animation Adventure Comedy,Jill Culton,"['Chloe Bennet', 'Tenzing Norgay Trainor', 'Sarah Paulson']",3.5,3.4,"Despite an unoriginal premise, the film’s focus on its visual dazzle and its sensitivity towards nature and family values are bound to win hearts all around.","https://static.toiimg.com/thumb/msid-68004889,width-219,height-317,imgsize-33012/68004889.jpg"
Rambo: Last Blood,"20 Sep, 2019","['English', 'Hindi', 'Tamil', 'Telugu']",1 hr 43 mins, Action Adventure Thriller,Adrian Grunberg,"['Sylvester Stallone', 'Louis Mandylor', 'Paz Vega']",3.0,3.4,"Rambo: Last Blood isn’t as hard-hitting as intended, but hardcore fans of the old-school style of generic action storytelling may find some nostalgic amusement.","https://static.toiimg.com/thumb/msid-61971760,width-219,height-317,imgsize-25083/61971760.jpg"
The Goldfinch,"20 Sep, 2019",['English'],2 hrs 29 mins,Drama,John Crowley,"['Nicole Kidman', 'Sarah Paulson', 'Ansel Elgort']",3.5,3.3,"It is melancholic and, thanks to its source material, often shows the potential of reaching out to the dark corners of one's heart and soul. ","https://static.toiimg.com/thumb/msid-62023013,width-219,height-317,imgsize-49710/62023013.jpg"
Ready Or Not,"13 Sep, 2019",['English'],1 hr 36 mins, Comedy Horror Mystery,Matt Bettinelli Olpin,"['Tyler GillettDirector', 'Samara Weaving', 'Adam Brody']",3.5,3.3,'Ready Or Not' stays fresh and entertaining as it embraces its absurdity while staying focused on the core theme – family.,"https://static.toiimg.com/thumb/msid-71044567,width-219,height-317,imgsize-164029/71044567.jpg"
IT: Chapter Two,"06 Sep, 2019","['English', 'Hindi', 'Tamil', 'Telugu']",2 hrs 50 mins, Horror Thriller,Andy Muschietti,"['Bill Skarsgard', 'Jessica Chastain', 'James McAvoy']",3.5,3.4,"Despite a complex narrative and an exhausting runtime, there's a lot going on in this sequel that manages to engage you.
","https://static.toiimg.com/thumb/msid-62024632,width-219,height-317,imgsize-26457/62024632.jpg"
47 Meters Down: Uncaged,"30 Aug, 2019",['English'],1 hr 30 mins, Adventure Horror Thriller,Johannes Roberts,"['Nia Long', 'John Corbett', 'Sophie Nelisse']",2.5,3.0,"Instead of embracing the entertaining cheesiness of such a far-fetched premise, co-writer and director Johannes Roberts tries to stick to the basics of a creature feature and fails to create anything memorable. ","https://static.toiimg.com/thumb/msid-70394902,width-219,height-317,imgsize-19496/70394902.jpg"
The Kitchen,"23 Aug, 2019",['English'],1 hr 43 mins, Action Crime Drama,Andrea Berloff,"['Melissa McCarthy', 'Tiffany Haddish', 'Elisabeth Moss']",2.0,2.7,"The setting is New York’s Hell’s Kitchen in 1978 but you can’t be blamed at times if you think if you’re watching a parody film on that era, with all the possible clichés thrown in. ","https://static.toiimg.com/thumb/msid-70749517,width-219,height-317,imgsize-80656/70749517.jpg"
Angel Has Fallen,"23 Aug, 2019",['English'],2 hrs 2 mins, Action Thriller Drama,Ric Roman Waugh,"['Morgan Freeman', 'Gerard Butler', 'Piper Perabo']",2.5,3.1,,"https://static.toiimg.com/thumb/msid-62023157,width-219,height-317,imgsize-120215/62023157.jpg"
The Angry Birds Movie 2,"23 Aug, 2019","['English', 'Hindi', 'Tamil', 'Telugu']",1 hr 36 mins, Animation Adventure Comedy,Thurop Van Orman,"['Peter Dinklage', 'Dove Cameron', 'Sterling K. Brown']",3.5,3.4,"Right from the first scene, it’s established that this sequel of ‘The Angry Birds’ is strictly a kiddie flick and thankfully, it never tries to be anything other than that. ","https://static.toiimg.com/thumb/msid-68109045,width-219,height-317,imgsize-60780/68109045.jpg"
Crawl,"23 Aug, 2019",['English'],1 hr 27 mins, Horror Action Drama,"Alexandre Aja, Producer","['Kaya Scodelario', 'Barry Pepper', 'Morfydd Clark']",3.5,3.4,"Inspired by classic creature features, director Alexandre Aja doesn’t aim to do anything new for the genre but uses a strong setup and solid performances to deliver a tense and satisfying film for thrill-seekers.","https://static.toiimg.com/thumb/msid-69161322,width-219,height-317,imgsize-658023/69161322.jpg"
Once Upon A Time In Hollywood,"15 Aug, 2019",['English'],2 hrs 41 mins, Drama Comedy,"Quentin Tarantino, Producer","['Leonardo DiCaprio', 'Luke Perry', 'Margot Robbie']",4.0,3.9,"‘Once Upon a Time in Hollywood’ proves, yet again, that there’s no other cinematic storyteller quite like Quentin Tarantino.","https://static.toiimg.com/thumb/msid-68476218,width-219,height-317,imgsize-149451/68476218.jpg"
Scary Stories To Tell In The Dark,"09 Aug, 2019",['English'],1 hr 48 mins, Drama Horror Thriller,Andre Ovredal,"['Dean Norris', 'Gil Bellows', 'Lorraine Toussaint']",3.0,3.2,"'Scary Stories To Tell In The Dark' ends up as a jumble of unexplored ideas onscreen rather than a cohesive narrative. However, if you only enjoy horror films for creepy monsters, you’ll manage to get a kick or two.","https://static.toiimg.com/thumb/msid-70445565,width-219,height-317,imgsize-61433/70445565.jpg"
